,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
1305,PVN,URX,0.0,0.0,2.0,1.0,0.0,2,3.0,1.5,1,1,not specific,3.0
1306,PVN,URY,0.0,0.0,0.0,17.0,0.0,1,17.0,8.5,0,1,not specific,17.0
1307,PVP,ADA,1.0,2.0,1.0,1.0,2.0,5,7.0,7.0,3,2,core,7.0
1308,PVP,ADF,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0
1309,PVP,AIB,3.0,1.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
1310,PVP,AQR,5.0,4.0,14.0,1.0,0.0,4,24.0,24.0,3,1,not specific,24.0
1311,PVP,ASH,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1312,PVP,AVA,7.0,7.0,14.0,18.0,0.0,4,46.0,46.0,3,1,not specific,46.0
1313,PVP,AVB,22.0,25.0,48.0,38.0,30.0,5,163.0,163.0,3,2,core,163.0
1314,PVP,AVD,0.0,1.0,4.0,44.0,10.0,4,59.0,29.5,2,2,not specific,59.0
1315,PVP,AVE,1.0,3.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
1316,PVP,AVF,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1317,PVP,AVH,4.0,2.0,5.0,0.0,0.0,3,11.0,11.0,3,0,cel_specific,11.0
1318,PVP,AVJ,0.0,1.0,2.0,1.0,2.0,4,6.0,6.0,2,2,not specific,6.0
1319,PVP,AVK,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1320,PVP,AWA,0.0,0.0,0.0,2.0,0.0,1,2.0,0.5,0,1,not specific,2.0
1321,PVP,AWB,0.0,0.0,0.0,1.0,4.0,2,5.0,1.25,0,2,pristi_specific,5.0
1322,PVP,DVA,2.0,0.0,0.0,2.0,4.0,3,8.0,2.6666666666666665,1,2,not specific,8.0
1323,PVP,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1324,PVP,PVC,10.0,12.0,33.0,7.0,3.0,5,65.0,65.0,3,2,core,65.0
1325,PVP,PVN,0.0,0.0,0.0,0.0,5.0,1,5.0,5.0,0,1,not specific,5.0
1326,PVP,PVP,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1327,PVP,PVQ,0.0,0.0,0.0,0.0,8.0,1,8.0,8.0,0,1,not specific,8.0
1328,PVP,RIA,0.0,2.0,2.0,0.0,0.0,2,4.0,4.0,2,0,not specific,4.0
1329,PVP,RIC,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific,6.0
1330,PVP,RID,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
1331,PVP,RIF,0.0,3.0,0.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
1332,PVP,RIG,1.0,1.0,3.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific,5.0
1333,PVP,RIM,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
1334,PVP,RIR,1.0,2.0,1.0,1.0,3.0,5,8.0,4.0,3,2,core,8.0
1335,PVP,RMF,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
1336,PVP,RMG,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific,4.0
1337,PVP,SIA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1338,PVP,SIB,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
1339,PVP,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1340,PVP,URY,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
1341,PVQ,ADA,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
1342,PVQ,ADL,0.0,3.0,0.0,8.0,3.0,3,14.0,14.0,1,2,not specific,14.0
1343,PVQ,AIA,18.0,18.0,26.0,9.0,0.0,4,71.0,71.0,3,1,not specific,71.0
1344,PVQ,AIB,0.0,0.0,0.0,19.0,10.0,2,29.0,29.0,0,2,pristi_specific,29.0
1345,PVQ,AIM,1.0,1.0,3.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0
1346,PVQ,ALA,1.0,2.0,0.0,2.0,3.0,4,8.0,2.6666666666666665,2,2,not specific,8.0
1347,PVQ,ALM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1348,PVQ,ASE,1.0,2.0,2.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0
1349,PVQ,ASG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1350,PVQ,ASI,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1351,PVQ,ASJ,2.0,2.0,5.0,0.0,5.0,4,14.0,4.666666666666667,3,1,not specific,14.0
1352,PVQ,ASK,9.0,16.0,21.0,9.0,3.0,5,58.0,19.333333333333332,3,2,core,58.0
1353,PVQ,AVB,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1354,PVQ,AVF,0.0,4.0,1.0,1.0,8.0,4,14.0,14.0,2,2,not specific,14.0
1355,PVQ,AVM,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1356,PVQ,AWA,1.0,1.0,5.0,0.0,0.0,3,7.0,2.3333333333333335,3,0,cel_specific,7.0
1357,PVQ,AWB,0.0,0.0,0.0,3.0,2.0,2,5.0,5.0,0,2,pristi_specific,5.0
1358,PVQ,BDU,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
1359,PVQ,HSN,2.0,5.0,12.0,16.0,0.0,4,35.0,35.0,3,1,not specific,35.0
1360,PVQ,PVC,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1361,PVQ,PVN,1.0,0.0,0.0,7.0,0.0,2,8.0,2.6666666666666665,1,1,not specific,8.0
1362,PVQ,RIF,0.0,0.0,4.0,2.0,0.0,2,6.0,6.0,1,1,not specific,6.0
1363,PVQ,RIS,0.0,0.0,0.0,33.0,5.0,2,38.0,38.0,0,2,pristi_specific,38.0
1364,PVQ,RMG,2.0,0.0,2.0,4.0,11.0,4,19.0,6.333333333333333,2,2,not specific,19.0
1365,PVR,ADA,0.0,0.0,0.0,7.0,6.0,2,13.0,13.0,0,2,pristi_specific,13.0
1366,PVR,AVB,20.0,19.0,0.0,0.0,0.0,2,39.0,13.0,2,0,not specific,39.0
1367,PVR,AVD,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
1368,PVR,AVJ,7.0,12.0,0.0,34.0,13.0,4,66.0,33.0,2,2,not specific,66.0
1369,PVR,BDU,0.0,0.0,0.0,12.0,3.0,2,15.0,7.5,0,2,pristi_specific,15.0
1370,PVR,CEP,0.0,0.0,0.0,15.0,10.0,2,25.0,25.0,0,2,pristi_specific,25.0
1371,PVR,IL1,9.0,8.0,0.0,2.0,0.0,3,19.0,19.0,2,1,not specific,19.0
1372,PVR,OLQ,0.0,0.0,0.0,3.0,4.0,2,7.0,7.0,0,2,pristi_specific,7.0
1373,PVR,PVC,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0
1374,PVR,PVN,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
1375,PVR,RIC,0.0,0.0,0.0,2.0,4.0,2,6.0,6.0,0,2,pristi_specific,6.0
1376,PVR,RIP,19.0,15.0,0.0,49.0,19.0,4,102.0,102.0,2,2,not specific,102.0
1377,PVR,RIS,0.0,0.0,0.0,11.0,1.0,2,12.0,6.0,0,2,pristi_specific,12.0
1378,PVR,RMD,0.0,0.0,0.0,3.0,4.0,2,7.0,3.5,0,2,pristi_specific,7.0
1379,PVR,SDQ,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0
1380,PVR,SMB,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1381,PVT,AIB,9.0,8.0,16.0,63.0,0.0,4,96.0,96.0,3,1,not specific,96.0
1382,PVT,AQR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1383,PVT,AVA,0.0,0.0,0.0,5.0,0.0,1,5.0,1.6666666666666667,0,1,not specific,5.0
1384,PVT,AVE,1.0,0.0,0.0,0.0,2.0,2,3.0,3.0,1,1,not specific,3.0
1385,PVT,AVK,21.0,26.0,16.0,41.0,0.0,4,104.0,34.666666666666664,3,1,not specific,104.0
1386,PVT,AVL,6.0,7.0,3.0,3.0,0.0,4,19.0,19.0,3,1,not specific,19.0
1387,PVT,CEP,0.0,0.0,0.0,1.0,0.0,1,1.0,,0,1,not specific,1.0
1388,PVT,DVC,2.0,13.0,3.0,4.0,0.0,4,22.0,7.333333333333333,3,1,not specific,22.0
1389,PVT,IL2,1.0,2.0,0.0,1.0,0.0,3,4.0,2.0,2,1,not specific,4.0
1390,PVT,OLQ,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
1391,PVT,RIB,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1392,PVT,RIG,8.0,7.0,7.0,0.0,0.0,3,22.0,11.0,3,0,cel_specific,22.0
1393,PVT,RIH,3.0,0.0,2.0,4.0,0.0,3,9.0,4.5,2,1,not specific,9.0
1394,PVT,RIM,0.0,0.0,0.0,5.0,0.0,1,5.0,1.6666666666666667,0,1,not specific,5.0
1395,PVT,RIS,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1396,PVT,RME,1.0,0.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
1397,PVT,RMF,13.0,8.0,10.0,0.0,0.0,3,31.0,31.0,3,0,cel_specific,31.0
1398,PVT,SDQ,0.0,0.0,0.0,14.0,0.0,1,14.0,4.666666666666667,0,1,not specific,14.0
1399,PVT,SMB,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1400,PVT,URA,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1401,PVT,URY,0.0,1.0,0.0,11.0,0.0,2,12.0,6.0,1,1,not specific,12.0
1402,RIA,ADF,0.0,0.0,2.0,1.0,0.0,2,3.0,3.0,1,1,not specific,3.0
1403,RIA,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1404,RIA,AQR,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
1405,RIA,AUA,0.0,0.0,2.0,1.0,0.0,2,3.0,3.0,1,1,not specific,3.0
1406,RIA,AVA,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
1407,RIA,BAG,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0
1408,RIA,CEP,4.0,7.0,3.0,15.0,2.0,5,31.0,6.2,3,2,core,31.0
1409,RIA,IL1,3.0,3.0,2.0,0.0,7.0,4,15.0,7.5,3,1,not specific,15.0
1410,RIA,RIA,44.0,101.0,65.0,2.0,5.0,5,217.0,217.0,3,2,core,217.0
1411,RIA,RIB,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
1412,RIA,RIH,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1413,RIA,RIM,0.0,0.0,4.0,2.0,2.0,3,8.0,4.0,1,2,not specific,8.0
1414,RIA,RIR,0.0,0.0,3.0,6.0,0.0,2,9.0,9.0,1,1,not specific,9.0
1415,RIA,RIV,9.0,13.0,17.0,14.0,0.0,4,53.0,26.5,3,1,not specific,53.0
1416,RIA,RMD,232.0,279.0,471.0,502.0,228.0,5,1712.0,342.4,3,2,core,1712.0
1417,RIA,RMF,0.0,1.0,0.0,10.0,0.0,2,11.0,5.5,1,1,not specific,11.0
1418,RIA,RMG,0.0,0.0,0.0,29.0,20.0,2,49.0,49.0,0,2,pristi_specific,49.0
1419,RIA,RMH,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1420,RIA,SAA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1421,RIA,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1422,RIA,SIA,42.0,47.0,16.0,3.0,2.0,5,110.0,110.0,3,2,core,110.0
1423,RIA,SIB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1424,RIA,SMB,5.0,2.0,11.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific,18.0
1425,RIA,SMD,129.0,145.0,225.0,91.0,30.0,5,620.0,620.0,3,2,core,620.0
1426,RIA,URX,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1427,RIB,AIB,11.0,10.0,11.0,0.0,0.0,3,32.0,32.0,3,0,cel_specific,32.0
1428,RIB,AIN,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1429,RIB,AIZ,0.0,1.0,2.0,1.0,6.0,4,10.0,2.0,2,2,not specific,10.0
1430,RIB,AUA,3.0,3.0,11.0,0.0,0.0,3,17.0,4.25,3,0,cel_specific,17.0
1431,RIB,AVA,5.0,6.0,11.0,0.0,0.0,3,22.0,22.0,3,0,cel_specific,22.0
1432,RIB,AVB,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1433,RIB,AVD,3.0,0.0,4.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
1434,RIB,AVE,25.0,29.0,33.0,43.0,31.0,5,161.0,53.666666666666664,3,2,core,161.0
1435,RIB,BAG,14.0,16.0,11.0,5.0,3.0,5,49.0,49.0,3,2,core,49.0
1436,RIB,CEP,0.0,2.0,5.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
1437,RIB,DVA,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
1438,RIB,DVC,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1439,RIB,OLL,2.0,1.0,1.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0
1440,RIB,RIA,4.0,8.0,14.0,7.0,9.0,5,42.0,21.0,3,2,core,42.0
1441,RIB,RIG,1.0,3.0,6.0,0.0,0.0,3,10.0,5.0,3,0,cel_specific,10.0
1442,RIB,RIH,1.0,1.0,2.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific,4.0
1443,RIB,RIM,3.0,0.0,1.0,0.0,0.0,2,4.0,,2,0,not specific,4.0
1444,RIB,RIS,3.0,5.0,6.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
1445,RIB,RMD,0.0,3.0,2.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
1446,RIB,RME,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1447,RIB,RMF,0.0,2.0,0.0,0.0,0.0,1,2.0,0.5,1,0,not specific,2.0
1448,RIB,SMD,6.0,7.0,12.0,0.0,0.0,3,25.0,6.25,3,0,cel_specific,25.0
1449,RIB,URY,4.0,5.0,5.0,3.0,0.0,4,17.0,8.5,3,1,not specific,17.0
1450,RIC,ADA,3.0,5.0,10.0,13.0,8.0,5,39.0,19.5,3,2,core,39.0
1451,RIC,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1452,RIC,AIB,7.0,4.0,4.0,0.0,0.0,3,15.0,15.0,3,0,cel_specific,15.0
1453,RIC,AIZ,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific,6.0
1454,RIC,AVA,36.0,32.0,61.0,34.0,11.0,5,174.0,174.0,3,2,core,174.0
1455,RIC,AVB,2.0,0.0,0.0,0.0,7.0,2,9.0,1.8,1,1,not specific,9.0
1456,RIC,AVD,1.0,0.0,0.0,1.0,3.0,3,5.0,1.0,1,2,not specific,5.0
1457,RIC,AVE,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1458,RIC,AVJ,0.0,0.0,0.0,1.0,2.0,2,3.0,1.0,0,2,pristi_specific,3.0
1459,RIC,AVK,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
1460,RIC,BDU,0.0,0.0,0.0,4.0,0.0,1,4.0,1.3333333333333333,0,1,not specific,4.0
1461,RIC,CEP,9.0,4.0,5.0,2.0,0.0,4,20.0,20.0,3,1,not specific,20.0
1462,RIC,OLQ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1463,RIC,PVC,1.0,0.0,0.0,0.0,5.0,2,6.0,6.0,1,1,not specific,6.0
1464,RIC,RIC,1.0,5.0,5.0,4.0,6.0,5,21.0,10.5,3,2,core,21.0
1465,RIC,RIM,10.0,7.0,20.0,0.0,0.0,3,37.0,18.5,3,0,cel_specific,37.0
1466,RIC,RIS,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1467,RIC,RIV,2.0,4.0,5.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0
1468,RIC,RMD,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1469,RIC,RMF,0.0,0.0,3.0,4.0,0.0,2,7.0,3.5,1,1,not specific,7.0
1470,RIC,RMG,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1471,RIC,RMH,2.0,3.0,0.0,2.0,0.0,3,7.0,3.5,2,1,not specific,7.0
1472,RIC,SAA,0.0,2.0,2.0,11.0,18.0,4,33.0,33.0,2,2,not specific,33.0
1473,RIC,SIA,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
1474,RIC,SIB,0.0,0.0,0.0,8.0,0.0,1,8.0,4.0,0,1,not specific,8.0
1475,RIC,SMB,2.0,5.0,9.0,0.0,0.0,3,16.0,16.0,3,0,cel_specific,16.0
1476,RIC,SMD,18.0,23.0,47.0,26.0,1.0,5,115.0,115.0,3,2,core,115.0
1477,RIC,URB,0.0,2.0,4.0,0.0,0.0,2,6.0,6.0,2,0,not specific,6.0
1478,RIC,URX,1.0,1.0,0.0,0.0,3.0,3,5.0,1.6666666666666667,2,1,not specific,5.0
1479,RIC,VBn,0.0,0.0,7.0,0.0,0.0,1,7.0,2.3333333333333335,1,0,not specific,7.0
1480,RID,FLP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1481,RID,RME,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1482,RIF,ADA,0.0,2.0,0.0,2.0,0.0,2,4.0,4.0,1,1,not specific,4.0
1483,RIF,ADL,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
1484,RIF,AIA,2.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1485,RIF,AIB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1486,RIF,AIM,2.0,0.0,0.0,3.0,0.0,2,5.0,1.0,1,1,not specific,5.0
1487,RIF,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1488,RIF,ALM,3.0,2.0,5.0,2.0,0.0,4,12.0,4.0,3,1,not specific,12.0
1489,RIF,AQR,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1490,RIF,ASG,0.0,0.0,0.0,4.0,0.0,1,4.0,1.3333333333333333,0,1,not specific,4.0
1491,RIF,ASH,3.0,1.0,6.0,0.0,0.0,3,10.0,5.0,3,0,cel_specific,10.0
1492,RIF,AVA,0.0,1.0,0.0,8.0,0.0,2,9.0,3.0,1,1,not specific,9.0
1493,RIF,AVB,30.0,31.0,71.0,39.0,9.0,5,180.0,90.0,3,2,core,180.0
1494,RIF,AVD,1.0,2.0,0.0,1.0,0.0,3,4.0,4.0,2,1,not specific,4.0
1495,RIF,AVE,0.0,1.0,0.0,6.0,0.0,2,7.0,3.5,1,1,not specific,7.0
1496,RIF,AVF,6.0,1.0,1.0,1.0,0.0,4,9.0,9.0,3,1,not specific,9.0
1497,RIF,AVH,3.0,7.0,1.0,0.0,0.0,3,11.0,3.6666666666666665,3,0,cel_specific,11.0
1498,RIF,AVJ,5.0,5.0,11.0,6.0,2.0,5,29.0,14.5,3,2,core,29.0
1499,RIF,AWB,0.0,0.0,2.0,6.0,5.0,3,13.0,13.0,1,2,not specific,13.0
1500,RIF,BDU,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1501,RIF,CEP,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1502,RIF,DVA,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1503,RIF,HSN,2.0,1.0,5.0,0.0,0.0,3,8.0,8.0,3,0,cel_specific,8.0
1504,RIF,PVC,0.0,0.0,2.0,5.0,0.0,2,7.0,3.5,1,1,not specific,7.0
1505,RIF,PVN,3.0,0.0,0.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1506,RIF,PVP,3.0,9.0,15.0,0.0,0.0,3,27.0,27.0,3,0,cel_specific,27.0
1507,RIF,RIA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1508,RIF,RIF,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1509,RIF,RIM,17.0,11.0,26.0,8.0,0.0,4,62.0,62.0,3,1,not specific,62.0
1510,RIF,RIP,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1511,RIF,RMG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1512,RIF,SIA,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific,5.0
1513,RIF,URX,0.0,1.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0
1514,RIF,URY,0.0,0.0,0.0,1.0,4.0,2,5.0,5.0,0,2,pristi_specific,5.0
1515,RIG,ADE,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
1516,RIG,ADF,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1517,RIG,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1518,RIG,AFD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1519,RIG,AIB,6.0,8.0,6.0,23.0,17.0,5,60.0,20.0,3,2,core,60.0
1520,RIG,AIZ,23.0,19.0,16.0,2.0,5.0,5,65.0,32.5,3,2,core,65.0
1521,RIG,ALN,3.0,1.0,9.0,0.0,0.0,3,13.0,13.0,3,0,cel_specific,13.0
1522,RIG,AQR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1523,RIG,ASH,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1524,RIG,AVA,0.0,0.0,0.0,6.0,0.0,1,6.0,2.0,0,1,not specific,6.0
1525,RIG,AVB,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1526,RIG,AVD,0.0,0.0,1.0,4.0,2.0,3,7.0,3.5,1,2,not specific,7.0
1527,RIG,AVE,23.0,19.0,12.0,0.0,0.0,3,54.0,18.0,3,0,cel_specific,54.0
1528,RIG,AVK,10.0,8.0,43.0,0.0,5.0,4,66.0,66.0,3,1,not specific,66.0
1529,RIG,BAG,18.0,20.0,5.0,8.0,4.0,5,55.0,27.5,3,2,core,55.0
1530,RIG,DVA,0.0,0.0,5.0,0.0,0.0,1,5.0,1.6666666666666667,1,0,not specific,5.0
1531,RIG,DVC,0.0,5.0,2.0,0.0,0.0,2,7.0,3.5,2,0,not specific,7.0
1532,RIG,IL1,0.0,0.0,0.0,9.0,10.0,2,19.0,6.333333333333333,0,2,pristi_specific,19.0
1533,RIG,OLQ,6.0,3.0,4.0,10.0,2.0,5,25.0,25.0,3,2,core,25.0
1534,RIG,PLN,2.0,1.0,0.0,4.0,0.0,3,7.0,7.0,2,1,not specific,7.0
1535,RIG,PVP,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
1536,RIG,PVQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1537,RIG,PVT,0.0,1.0,5.0,0.0,0.0,2,6.0,6.0,2,0,not specific,6.0
1538,RIG,RIA,1.0,6.0,3.0,3.0,0.0,4,13.0,4.333333333333333,3,1,not specific,13.0
1539,RIG,RIB,4.0,10.0,5.0,0.0,0.0,3,19.0,9.5,3,0,cel_specific,19.0
1540,RIG,RIH,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1541,RIG,RIM,1.0,0.0,0.0,44.0,21.0,3,66.0,66.0,1,2,not specific,66.0
1542,RIG,RIR,2.0,3.0,13.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific,18.0
1543,RIG,RIV,0.0,3.0,0.0,4.0,0.0,2,7.0,7.0,1,1,not specific,7.0
1544,RIG,RMD,0.0,0.0,0.0,12.0,7.0,2,19.0,19.0,0,2,pristi_specific,19.0
1545,RIG,RMF,9.0,10.0,0.0,0.0,5.0,3,24.0,12.0,2,1,not specific,24.0
1546,RIG,RMG,4.0,1.0,6.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0
1547,RIG,RMH,11.0,12.0,40.0,7.0,0.0,4,70.0,23.333333333333332,3,1,not specific,70.0
1548,RIG,SAA,0.0,2.0,0.0,9.0,19.0,3,30.0,15.0,1,2,not specific,30.0
1549,RIG,SMB,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
1550,RIG,SMD,0.0,0.0,0.0,7.0,10.0,2,17.0,8.5,0,2,pristi_specific,17.0
1551,RIG,URA,0.0,0.0,0.0,0.0,5.0,1,5.0,1.25,0,1,not specific,5.0
1552,RIG,URX,1.0,0.0,9.0,0.0,0.0,2,10.0,2.0,2,0,not specific,10.0
1553,RIG,URY,2.0,4.0,2.0,5.0,0.0,4,13.0,3.25,3,1,not specific,13.0
1554,RIH,ADF,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
1555,RIH,AIB,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific,4.0
1556,RIH,AIY,2.0,1.0,9.0,6.0,3.0,5,21.0,21.0,3,2,core,21.0
1557,RIH,AIZ,10.0,13.0,32.0,1.0,0.0,4,56.0,56.0,3,1,not specific,56.0
1558,RIH,AUA,2.0,2.0,2.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific,6.0
1559,RIH,AVE,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1560,RIH,BAG,2.0,1.0,7.0,3.0,0.0,4,13.0,4.333333333333333,3,1,not specific,13.0
